1,2,3,4,5,6,7,8,9,10,11,12
0.625414090001458,0.0436597040982779,0.0329843648809266,2.41517967412065E-11,0.000253677786279107,1.81602731065034E-05,0.260335773770594,0.0307816027173307,2.55153282455141E-08,0.00139743821708825,0.00515516264848459,6.69521865359348E-11
2.18862812649869E-06,0.493941810831419,7.6944171636452E-08,0.029776201148415,2.44961450984711E-07,9.77630385498563E-05,0.156437720298221,0.300622681564441,9.4191513736438E-08,0.0189829970248857,1.48177342859445E-06,0.00013673959507171
0.321900229775674,1.1393362207911E-08,1.51498074282447E-25,8.22829400210777E-19,2.16955092447128E-12,2.53246973689229E-08,0.0113443850944338,1.54917440515631E-06,0.666753736959155,6.22778224815347E-08,2.13432323887284E-21,5.55685111282099E-16
6.22644191716023E-11,0.999635582703475,8.0509373417996E-20,2.20241937406165E-15,5.69376711288471E-14,0.000185469858696035,1.68070036434428E-05,0.000110591860479447,4.39601035202581E-09,5.15441137113298E-05,1.03711077452103E-15,6.17561125454148E-13
4.63781981042998E-08,3.45691557616677E-06,0.484414254554915,9.68928804845909E-20,0.115469037057262,0.238696255013706,0.00162872878557034,0.159787297600788,5.64516272476793E-07,3.59176043162347E-07,5.4562027381565E-19,4.57294246191196E-22
2.18790508412095E-12,0.000377587394255994,1.96829217743048E-15,1.13508394672661E-20,9.44155879637786E-13,0.216572980805453,1.88547392849035E-07,0.782969249763601,1.94390019742886E-14,7.99934856702879E-05,9.36477059070868E-20,1.14501601953625E-18
0.0318985672594836,0.018450245160571,1.42443348783953E-05,7.1886483781927E-08,0.0135432501704733,1.72808092640884E-05,0.908124948824965,1.41938187022053E-06,0.0279488386112907,1.13325329913103E-06,1.63132416768855E-12,3.05657664212611E-10
2.87418722876475E-07,0.0614207377447275,8.09040803183516E-16,1.45566799587903E-06,6.18922353376541E-13,0.00893762933963171,0.000776719536294997,0.785941202545241,9.25317555906521E-07,0.142920987744014,3.58469536292438E-14,5.46851696394343E-08
0.000397054317376,3.81960778898168E-08,1.09262390747882E-17,5.83271134448332E-13,3.84564443886629E-06,2.43403677626163E-08,0.00137266396515605,3.54033473989305E-05,0.991874681582868,0.00631628860565122,2.17282404388039E-16,4.30263126055299E-15
4.91579873392652E-14,0.000184523932010904,1.20126465970918E-19,1.13443335496406E-09,6.20095901946889E-17,1.05066463129841E-08,0.000373769989628858,0.0062160220926095,0.00676341369626097,0.986462258627287,1.16679377824044E-18,2.11510932779256E-11
0.970549643221269,8.20663487314539E-07,4.04395250353392E-22,7.27849710434846E-16,2.25718979082142E-08,3.22821700584926E-05,0.0227321270094779,0.00628934156933193,8.54925169135451E-07,0.000394907869351588,3.75743628294543E-17,1.19417299008001E-12
3.60542033254318E-09,0.997215578920354,3.37745785527274E-20,2.15948148061141E-15,1.36108440351533E-13,0.000308379014369825,1.321165468919E-06,0.00168888234441308,2.11264705483152E-09,0.000785832822488107,1.20058144316834E-15,1.1208187131299E-11
